Ref,Name,Sci_key,C_key,Loc,Type,RA,DEC,Vel,U_mag,B_mag,V_mag,R_mag,I_mag,J_mag,H_mag,K_mag,Teff,logg,Fe/H,Vmic,Simbad_Identifier,Ba/Fe,C/Fe
ROE14e,CS29529-054,*,*,HA,SG,"3 59 23.873","'-62 10 8.9",111,15.088,15.41,14.85,14.4,14.149,13.65,13.334,13.227,5710,3.55,'-2.75,1.65,2MASS_J03592387-6210089,'-0.02,
BAR05,HE0400-2917,*,*,HA,RG,"4 2 6.354","'-29 8 47.94",296.8,,14.467,13.786,13.348,12.883,12.364,11.916,11.836,5065,2.39,'-2.88,1.67,2MASS_J04020635-2908479,'-1.14,0.11
AOK07a,HE0400-2030,*,NO,HA,SG,"4 2 14.798","'-20 21 53.52",,,14.921,14.033,13.605,13.164,12.494,12.064,11.975,5600,3.5,'-1.78,2.2,2MASS_J04021479-2021535,1.67,1.15
BAR05,HE0401-0138,*,*,HA,RG,"4 3 49.878","'-1 30 2.54",121,,14.719,13.844,13.284,12.704,11.946,11.462,11.3,4866,1.76,'-3.34,1.45,2MASS_J04034987-0130025,'-0.25,0.21
ROE14b,CS22177-009,*,*,HA,SG,"4 7 40.642","'-25 2 43.94",'-193,,14.67,14.27,,,13.22,12.986,12.953,5940,3.55,'-3.42,1.25,2MASS_J04074064-2502439,<-0.45,<0.94
AND09,CS22169-035,*,*,HA,RG,"4 12 13.884","'-12 5 5.09",16.14,,13.843,12.897,12.5,11.764,11.002,10.48,10.353,4700,1.2,'-3.04,2.2,2MASS_J04121388-1205050,'-1.24,
CAY04,CS22169-035,*,*,HA,RG,"4 12 13.884","'-12 5 5.09",16.14,,13.843,12.897,12.5,11.764,11.002,10.48,10.353,4700,1.2,'-3.04,2.2,2MASS_J04121388-1205050,'-1.24,'-0.13
HON04,CS22169-035,*,*,HA,RG,"4 12 13.884","'-12 5 5.09",16.14,,13.843,12.897,12.5,11.764,11.002,10.48,10.353,4670,1.3,'-2.71,1.9,2MASS_J04121388-1205050,'-1.68,'-0.13
ROE14b,CS22169-035,*,*,HA,RG,"4 12 13.884","'-12 5 5.09",16.14,,13.843,12.897,12.5,11.764,11.002,10.48,10.353,4480,0.5,'-3.31,1.7,2MASS_J04121388-1205050,'-1.45,'-0.14
CAL14,CS22186-005,*,*,HA,HB,"4 13 9.057","'-35 50 38.7",183,,13.33,12.96,15.2,12.352,11.902,11.625,11.581,6160,2.6,'-2.7,3.4,2MASS_J04130905-3550386,'-0.72,
HAN15,HE0411-3558,*,*,HA,SG,"4 13 9.057","'-35 50 38.7",183,,13.33,12.96,15.2,12.352,11.902,11.625,11.581,6300,3.7,'-2.81,3.4,2MASS_J04130905-3550386,'-0.95,<0.7
PRE06,CS22186-005,*,*,HA,HB,"4 13 9.057","'-35 50 38.7",183,,13.33,12.96,15.2,12.352,11.902,11.625,11.581,6250,2.6,'-2.7,3.1,2MASS_J04130905-3550386,'-0.69,
ROE14b,CS22186-002,*,*,HA,RG,"4 13 57.22","'-36 46 25.5",341.8,,13.67,13.77,12.9,,12.023,11.695,11.645,5500,3.35,'-2.72,1.15,2MASS_J04135721-3646255,'-0.09,0.06
ROE14b,CS22186-017,*,*,HA,SG,"4 16 22.26","'-34 17 57.6",293,,13.96,13.53,,,12.498,12.214,12.13,5770,3.55,'-2.82,1.3,2MASS_J04162226-3417576,'-1.21,0.25
BAR05,HE0417-0821,*,*,HA,MS,"4 19 31.506","'-8 14 19.38",'-8.5,,15.45,14.813,14.422,14.038,13.432,13.125,12.997,5811,4.83,'-2.33,1.4,2MASS_J04193150-0814193,'-0.41,0.21
BAR05,CS22186-023,*,*,HA,RG,"4 19 45.536","'-36 51 35.92",51,,13.57,12.84,12.3,11.925,11.35,10.905,10.816,5066,2.19,'-2.72,1.58,2MASS_J04194553-3651359,'-0.98,0.26
ROE14b,CS22186-023,*,*,HA,RG,"4 19 45.536","'-36 51 35.92",51,,13.57,12.84,12.3,11.925,11.35,10.905,10.816,4820,1.55,'-3.04,1.6,2MASS_J04194553-3651359,'-1.03,0.21
LAI07,BS17585-080,*,*,HA,RG,"4 23 1.901","15 14 56.55",,14.598,14.267,13.159,,,10.933,10.547,10.392,4630,1.36,'-1.38,,2MASS_J04230190+1514565,'-0.58,'-0.87
PRE06,CS22182-033,*,*,HA,SG,"4 23 10.48","'-30 37 4.2",237,,15.11,14.67,14.4,,13.53,13.235,13.172,5700,3.3,'-2.67,1.3,2MASS_J04231047-3037041,'-0.41,0.24
ROE14b,CS22182-033,*,*,HA,SG,"4 23 10.48","'-30 37 4.2",237,,15.11,14.67,14.4,,13.53,13.235,13.172,5810,3.6,'-2.65,1.3,2MASS_J04231047-3037041,'-0.29,0.31
AND09,CS22186-025,*,*,HA,RG,"4 24 32.801","'-37 9 2.57",'-122.35,,14.99,14.24,13.74,13.269,12.568,12.066,12.032,4900,1.5,'-3.0,2,2MASS_J04243280-3709025,'-0.03,
BAR05,CS22186-025,*,*,HA,RG,"4 24 32.801","'-37 9 2.57",'-122.35,,14.99,14.24,13.74,13.269,12.568,12.066,12.032,4985,1.7,'-2.87,2.14,2MASS_J04243280-3709025,0.1,'-0.73
CAY04,CS22186-025,R1,*,HA,RG,"4 24 32.801","'-37 9 2.57",'-122.35,,14.99,14.24,13.74,13.269,12.568,12.066,12.032,4900,1.5,'-3.0,2,2MASS_J04243280-3709025,'-0.03,'-0.45
BAR05,HE0430-4901,*,*,HA,RG,"4 31 31.144","'-48 54 41.6",208.7,,15,14.572,14,13.77,13.309,12.883,12.811,5296,3.12,'-2.72,1.32,2MASS_J04313114-4854416,0.46,0.05
BAR05,HE0430-4404,*,NO,HA,MS,"4 31 38.117","'-43 57 48.62",201.5,,15.6,15.724,15.6,15.166,14.784,14.629,14.42,6214,4.27,'-2.08,1.41,2MASS_J04313811-4357486,1.57,1.4
BAR05,HE0432-0923,*,*,HA,RG,"4 34 25.662","'-9 16 50.54",'-66.5,,15.8,15.165,15.1,14.14,13.527,13.045,12.973,5131,2.64,'-3.19,1.54,2MASS_J04342566-0916505,0.67,0.2
BAR05,HE0436-4008,*,*,HA,RG,"4 38 11.134","'-40 3 1.71",185.7,,16.154,15.605,15.196,14.757,14.211,13.847,13.854,5431,3.34,'-2.35,1.3,2MASS_J04381113-4003017,'-0.31,0.45
BAR05,HE0441-4343,*,*,HA,SG,"4 43 20.417","'-43 38 20.58",165,,15.4,15.559,15.1,14.835,14.294,13.917,13.921,5629,3.59,'-2.52,1.29,2MASS_J04432041-4338205,'-0.65,0.29
AOK07a,HE0441-0652,*,NO,HA,RG,"4 43 29.881","'-6 46 53.5",,,15.25,14.228,13.678,13.106,12.354,11.828,11.706,4900,1.4,'-2.52,2.3,2MASS_J04432988-0646534,1.15,1.39
SIV06,CS31080-095,*,NO,HA,MS,"4 44 22.008","'-45 13 54.21",,13.219,13.51,12.989,12.672,12.372,11.939,11.67,11.595,6050,4.5,'-2.85,1,2MASS_J04442200-4513542,0.72,2.67
BAR05,HE0442-1234,R1,*,HA,RG,"4 44 51.701","'-12 28 45.5",230,,14,12.914,13,11.672,10.682,10.116,9.962,4604,1.34,'-2.41,2.21,2MASS_J04445170-1228454,'-0.19,'-0.65
BAR05,HE0447-4858,*,*,HA,SG,"4 49 1.015","'-48 53 36.12",88.5,,16.687,16.254,15.7,15.624,15.217,14.963,14.815,5995,3.86,'-1.69,1.35,2MASS_J04490101-4853361,0.4,0.0
BAR05,HE0454-4758,*,*,HA,RG,"4 55 26.706","'-47 53 41.78",240.2,,13.7,13.481,12.8,12.704,12.123,11.763,11.671,5388,3.33,'-3.1,1.49,2MASS_J04552670-4753417,'-0.74,0.39
ROE14b,HE0454-4758,*,*,HA,RG,"4 55 26.706","'-47 53 41.78",240.2,,13.7,13.481,12.8,12.704,12.123,11.763,11.671,5140,2.4,'-3.38,1.35,2MASS_J04552670-4753417,'-0.88,0.33
BAR05,HE0501-5644,*,*,HA,RG,"5 2 35.266","'-56 40 20.89",70.8,,16.171,15.475,15.005,14.557,13.95,13.524,13.414,5033,2.3,'-2.4,1.76,2MASS_J05023526-5640208,'-0.5,0.23
BAR05,CS31072-118,*,*,HA,RG,"5 8 53.56","'-59 18 21.77",145.8,,13.63,12.71,12.135,11.573,10.781,10.255,10.142,4606,1.25,'-3.06,2.02,2MASS_J05085355-5918217,'-1.09,'-0.55
BAR05,HE0512-3835,*,*,HA,RG,"5 13 59.491","'-38 31 54.63",276.2,,15.4,15.116,15.2,14.156,13.491,12.986,12.928,4948,2.01,'-2.39,1.9,2MASS_J05135949-3831546,'-0.16,'-0.27
BAR05,HE0516-3820,*,*,HA,RG,"5 18 12.914","'-38 17 32.65",153.5,,14.4,14.377,14.1,13.538,12.937,12.507,12.469,5342,3.05,'-2.32,1.48,2MASS_J05181291-3817326,'-0.16,0.35
SIQ14,HE0516-3820,R1,*,HA,RG,"5 18 12.914","'-38 17 32.65",153.5,,14.4,14.377,14.1,13.538,12.937,12.507,12.469,5269,2.17,'-2.48,1.48,2MASS_J05181291-3817326,0.03,0.4
BAR05,HE0517-1952,*,*,HA,RG,"5 19 18.767","'-19 49 13.12",42.2,,15.261,14.631,14.217,13.768,13.28,12.845,12.759,5254,1.99,'-2.61,2.09,2MASS_J05191876-1949131,'-0.43,'-0.56
BAR05,HE0519-5525,*,*,HA,SG,"5 19 59.141","'-55 22 41.81",377.4,,15.57,15.034,14.8,14.284,13.798,13.403,13.375,5580,3.48,'-2.52,1.45,2MASS_J05195914-5522418,'-0.24,0.25
BAR05,HE0520-1748,*,*,HA,RG,"5 22 25.864","'-17 46 6.93",1.3,,16.068,15.403,14.981,14.521,14.02,13.601,13.534,5272,3.06,'-2.52,1.46,2MASS_J05222586-1746069,'-0.64,0.41
BAR05,HE0524-2055,*,*,HA,RG,"5 27 4.444","'-20 52 42.03",255.3,,14.7,14.013,16,12.937,12.256,11.747,11.623,4739,1.57,'-2.59,1.95,2MASS_J05270444-2052420,0.02,'-0.28
SIQ14,HE0524-2055,R1,*,HA,RG,"5 27 4.444","'-20 52 42.03",255.3,,14.7,14.013,16,12.937,12.256,11.747,11.623,4749,1.53,'-2.74,2.2,2MASS_J05270444-2052420,'-0.07,0.15
BAR05,2MASSJ05355294-4613359,*,*,HA,RG,"5 35 52.945","'-46 13 35.99",280.4,,15.6,15.056,14.7,14.317,13.753,13.364,13.262,5506,3.4,'-2.01,1.43,2MASS_J05355294-4613359,'-0.06,0.09
BAR05,HE0538-4515,*,*,HA,SG,"5 39 46.131","'-45 13 33.04",59.2,,15.9,15.7,15.3,14.988,14.592,14.316,14.249,5896,3.97,'-1.52,1.52,2MASS_J05394613-4513330,'-0.15,0.11
BAR05,HE0547-4539,*,*,HA,RG,"5 49 13.787","'-45 39 4.03",488.8,,13.3,12.909,12.4,12,11.337,10.883,10.799,5152,2.59,'-3.01,1.57,2MASS_J05491378-4539040,'-1.08,0.46
NOR07,HE0557-4840,*,*,HA,RG,"5 58 39.26","'-48 39 56.8",,,16.16,15.45,14.991,,13.792,13.304,13.194,4900,2.2,'-4.73,1.8,2MASS_J05583926-4839567,<0.0,1.59
